state,category,material,material_cost,labor_hours,state_labor_rate,labor_cost,complexity,quality,demand_level,demand_factor,total_cost,market_price,recommended_price
Telangana,Textile Craft,Cotton,344.39,11.6,60.92,706.67,5,3,Medium,1.0,1051.06,1411.25,1470.36
Gujarat,Bamboo Toy,Bamboo,148.43,5.1,70.44,359.24,5,4,Very High,1.2,507.67,809.32,839.9
Gujarat,Wooden Toy,Bamboo,93.18,6.5,60.22,391.43,2,5,Medium,1.0,484.61,721.45,676.8
Rajasthan,Handmade Jewelry,Silver,1097.98,8.5,50.31,427.63,3,4,Very High,1.2,1525.62,2746.05,2870.46
Tamil Nadu,Wooden Toy,Bamboo,232.38,8.4,80.66,677.54,5,5,Very High,1.2,909.92,1621.75,1646.06
Rajasthan,Handmade Jewelry,Silver,1123.53,7.7,65.6,505.12,4,2,Medium,1.0,1628.65,3112.91,2811.37
Odisha,Clay/Terracotta Toy,Terracotta,46.9,2.6,71.77,186.6,5,3,Medium,1.0,233.5,389.89,365.87
Karnataka,Home Decor,Bamboo,166.06,7.1,78.6,558.06,5,5,High,1.1,724.12,1250.33,1194.73
Andhra Pradesh,Bamboo Toy,Cane,133.55,2.6,57.27,148.9,1,5,Low,0.9,282.45,339.37,335.95
Karnataka,Wooden Toy,Wood,345.77,4.7,83.85,394.09,3,4,Medium,1.0,739.87,919.91,948.97
Tamil Nadu,Handmade Jewelry,Beads,263.18,4.3,55.31,237.83,2,2,High,1.1,501.01,713.72,743.77
Kerala,Handmade Jewelry,Copper,550.52,9.5,66.04,627.38,2,5,High,1.1,1177.9,1952.42,1998.92
Uttar Pradesh,Wooden Toy,Wood,300.88,7.2,65.97,474.98,1,4,Very High,1.2,775.86,1265.34,1273.55
Andhra Pradesh,Wood Craft,Bamboo,228.83,13.8,73.39,1012.78,4,1,High,1.1,1241.61,1703.22,1879.57
Tamil Nadu,Clay/Terracotta Toy,Terracotta,68.63,3.4,84.28,286.55,1,3,Very High,1.2,355.18,401.88,480.85
Andhra Pradesh,Clay/Terracotta Toy,Terracotta,139.37,7.1,66.69,473.5,5,4,Low,0.9,612.87,1022.18,911.02
Karnataka,Pottery,Clay,85.43,2.3,84.72,194.86,3,2,Very High,1.2,280.29,410.04,439.67
Karnataka,Bamboo Toy,Bamboo,115.58,3.0,73.88,221.64,4,3,Low,0.9,337.22,505.46,458.32
Rajasthan,Pottery,Clay,141.66,2.3,60.22,138.51,5,5,Medium,1.0,280.17,441.64,429.41
West Bengal,Home Decor,Bamboo,165.28,12.6,71.38,899.39,1,3,Medium,1.0,1064.67,1445.55,1452.41
Rajasthan,Metal Craft,Iron,152.26,10.3,63.0,648.9,3,1,Medium,1.0,801.16,1186.61,1143.55
Telangana,Bamboo Toy,Bamboo,100.37,2.8,63.94,179.03,4,3,Very High,1.2,279.4,424.92,458.63
Andhra Pradesh,Handmade Jewelry,Brass,269.25,4.4,63.65,280.06,3,4,Very High,1.2,549.31,956.84,963.89
Telangana,Metal Craft,Brass,704.4,7.3,74.31,542.46,3,4,Very High,1.2,1246.86,2155.98,2159.21
Odisha,Handmade Jewelry,Beads,315.31,10.0,71.22,712.2,5,5,Very High,1.2,1027.51,1853.46,1999.06
Telangana,Metal Craft,Copper,297.16,11.8,69.78,823.4,1,4,Low,0.9,1120.56,1550.77,1513.09
Rajasthan,Wood Craft,Bamboo,209.62,6.0,49.39,296.34,1,4,Medium,1.0,505.96,598.32,641.79
Rajasthan,Metal Craft,Brass,254.4,6.8,53.55,364.14,2,1,High,1.1,618.54,876.0,846.87
West Bengal,Wooden Toy,Bamboo,116.29,4.5,52.03,234.13,5,2,Low,0.9,350.43,476.97,474.33
West Bengal,Home Decor,Cotton,260.12,3.0,59.61,178.83,1,4,High,1.1,438.95,782.46,730.64
Telangana,Home Decor,Wood,302.02,11.1,73.83,819.51,4,4,Low,0.9,1121.53,1820.81,1583.09
Kerala,Clay/Terracotta Toy,Clay,74.37,5.4,83.14,448.96,1,5,High,1.1,523.33,759.03,753.43
Tamil Nadu,Home Decor,Wood,189.12,11.9,84.26,1002.69,1,2,High,1.1,1191.81,1816.69,1813.65
Gujarat,Textile Craft,Cotton,196.38,6.8,57.91,393.79,4,1,Low,0.9,590.17,870.31,759.91
Odisha,Home Decor,Wood,259.74,5.1,56.02,285.7,4,5,Medium,1.0,545.44,728.45,773.62
Kerala,Clay/Terracotta Toy,Clay,163.95,6.0,89.95,539.7,2,4,High,1.1,703.65,1189.46,1124.56
Andhra Pradesh,Pottery,Terracotta,98.31,2.0,65.2,130.4,3,3,Very High,1.2,228.71,349.78,369.61
Tamil Nadu,Metal Craft,Brass,713.73,5.9,76.31,450.23,5,1,Low,0.9,1163.96,1648.13,1643.36
Karnataka,Textile Craft,Silk,411.28,5.9,82.58,487.22,1,4,High,1.1,898.5,1175.34,1261.77
West Bengal,Pottery,Terracotta,82.21,6.6,53.53,353.3,5,1,Low,0.9,435.51,501.24,505.85
Rajasthan,Bamboo Toy,Cane,207.0,7.2,61.69,444.17,4,2,Low,0.9,651.17,816.79,811.11
Odisha,Home Decor,Cotton,104.94,4.6,64.63,297.3,3,1,Very High,1.2,402.24,550.18,591.69
Karnataka,Metal Craft,Brass,490.04,10.3,68.38,704.31,5,5,Very High,1.2,1194.35,2146.03,2284.19
Rajasthan,Metal Craft,Iron,200.16,13.6,56.27,765.27,5,2,Low,0.9,965.43,1545.11,1357.59
West Bengal,Pottery,Terracotta,96.88,2.5,54.03,135.07,1,1,Low,0.9,231.95,302.4,266.75
Kerala,Handmade Jewelry,Silver,605.3,10.0,67.8,678.0,4,1,Medium,1.0,1283.3,2173.34,2060.22
Telangana,Bamboo Craft,Cane,262.01,6.1,74.75,455.97,1,2,Medium,1.0,717.98,1072.81,984.03
Uttar Pradesh,Wooden Toy,Wood,399.3,2.6,56.43,146.72,1,2,Very High,1.2,546.02,612.16,735.41
Karnataka,Home Decor,Wood,133.65,13.3,74.84,995.37,4,3,Medium,1.0,1129.02,1380.99,1507.58
Rajasthan,Pottery,Clay,83.59,2.3,62.87,144.6,4,2,Medium,1.0,228.19,258.67,278.28
Kerala,Clay/Terracotta Toy,Terracotta,217.1,2.0,84.39,168.78,2,3,Very High,1.2,385.88,625.68,611.72
Rajasthan,Textile Craft,Cotton,212.51,6.4,45.08,288.51,2,3,High,1.1,501.02,577.91,648.35
Odisha,Wood Craft,Wood,253.28,13.7,69.89,957.49,3,4,Very High,1.2,1210.77,1914.79,1948.89
Andhra Pradesh,Clay/Terracotta Toy,Clay,141.05,7.7,54.18,417.19,5,1,Very High,1.2,558.24,892.56,907.36
Telangana,Wooden Toy,Bamboo,74.58,8.9,70.96,631.54,2,1,High,1.1,706.12,1122.9,1052.07
Rajasthan,Home Decor,Cotton,316.13,9.6,54.39,522.14,2,1,Low,0.9,838.27,1281.1,1071.78
Rajasthan,Textile Craft,Silk,607.11,9.9,62.07,614.49,1,3,Medium,1.0,1221.6,1470.73,1527.98
Tamil Nadu,Clay/Terracotta Toy,Terracotta,143.15,2.5,68.33,170.82,4,4,High,1.1,313.98,442.55,455.47
West Bengal,Wood Craft,Bamboo,148.28,5.8,70.71,410.12,1,5,Medium,1.0,558.4,776.44,782.19
Kerala,Textile Craft,Cotton,87.12,10.0,87.94,879.4,2,5,Very High,1.2,966.52,1611.97,1658.28
West Bengal,Wood Craft,Bamboo,246.28,13.8,72.77,1004.23,4,5,Very High,1.2,1250.51,1650.55,2039.1
Tamil Nadu,Clay/Terracotta Toy,Clay,112.99,8.0,71.27,570.16,1,3,Very High,1.2,683.15,1003.81,1067.01
Uttar Pradesh,Bamboo Toy,Bamboo,147.82,4.5,72.18,324.81,1,2,Medium,1.0,472.63,605.56,578.39
Kerala,Bamboo Craft,Cane,214.99,10.3,62.47,643.44,1,4,Very High,1.2,858.43,1103.54,1200.76
Telangana,Bamboo Toy,Cane,84.8,2.0,71.72,143.44,3,4,Very High,1.2,228.24,317.53,338.39
Gujarat,Handmade Jewelry,Brass,791.19,5.1,81.78,417.08,1,4,Very High,1.2,1208.27,1843.95,2057.97
Odisha,Wood Craft,Bamboo,116.75,3.7,53.48,197.88,1,5,Low,0.9,314.63,539.31,466.3
Rajasthan,Textile Craft,Silk,232.79,6.4,54.91,351.42,4,5,Very High,1.2,584.21,1030.76,1030.97
Rajasthan,Textile Craft,Wool,287.63,6.7,68.95,461.97,5,5,High,1.1,749.6,1496.87,1396.53
Telangana,Wood Craft,Wood,199.95,4.6,58.8,270.48,5,4,Medium,1.0,470.43,598.86,647.12
Odisha,Wooden Toy,Wood,82.15,4.9,67.73,331.88,2,5,High,1.1,414.03,674.34,638.75
Gujarat,Bamboo Craft,Cane,205.75,7.3,71.35,520.85,2,5,Very High,1.2,726.6,1039.19,1168.32
Telangana,Pottery,Terracotta,146.08,8.8,50.54,444.75,1,4,Very High,1.2,590.83,995.34,987.66
Karnataka,Wooden Toy,Wood,350.39,6.4,73.52,470.53,2,5,Very High,1.2,820.92,1213.58,1266.03
Kerala,Home Decor,Cotton,241.62,6.7,70.86,474.76,2,4,Low,0.9,716.38,1040.15,983.11
Tamil Nadu,Bamboo Toy,Cane,86.57,3.6,55.47,199.69,5,4,Low,0.9,286.26,340.91,349.53
Kerala,Bamboo Toy,Bamboo,203.23,3.2,70.25,224.8,2,2,Low,0.9,428.03,610.67,527.26
Odisha,Wood Craft,Bamboo,133.86,6.6,67.28,444.05,1,2,Medium,1.0,577.91,934.0,829.43
Gujarat,Bamboo Toy,Bamboo,64.85,2.0,73.48,146.96,2,4,High,1.1,211.81,324.25,307.38
Andhra Pradesh,Home Decor,Cotton,300.68,5.4,69.89,377.41,2,3,Very High,1.2,678.09,951.18,1013.15
Gujarat,Clay/Terracotta Toy,Clay,99.34,2.6,66.65,173.29,4,4,Very High,1.2,272.63,337.33,398.32
Odisha,Pottery,Terracotta,201.47,6.3,65.32,411.52,3,5,Medium,1.0,612.99,795.45,860.19
Telangana,Bamboo Craft,Cane,147.32,8.3,66.05,548.22,2,2,Medium,1.0,695.54,778.99,818.16
Karnataka,Bamboo Craft,Cane,106.34,11.9,84.71,1008.05,2,1,High,1.1,1114.39,1681.55,1625.42
Gujarat,Wooden Toy,Bamboo,116.3,3.9,81.69,318.59,4,3,High,1.1,434.89,662.35,636.37
Rajasthan,Textile Craft,Silk,598.9,8.7,72.63,631.88,3,4,Medium,1.0,1230.78,1738.65,1757.41
Odisha,Pottery,Clay,130.22,3.1,65.08,201.75,3,2,High,1.1,331.97,442.13,444.47
West Bengal,Wood Craft,Wood,319.0,6.8,52.67,358.16,3,2,Very High,1.2,677.16,976.95,1023.04
Andhra Pradesh,Metal Craft,Iron,182.67,6.0,79.7,478.2,4,3,Medium,1.0,660.87,1035.2,1027.5
Rajasthan,Bamboo Craft,Cane,247.75,9.9,73.55,728.14,3,1,High,1.1,975.89,1348.37,1337.81
Tamil Nadu,Textile Craft,Cotton,235.05,4.7,76.9,361.43,4,3,Low,0.9,596.48,991.98,848.73
Gujarat,Clay/Terracotta Toy,Clay,82.19,6.1,57.33,349.71,1,1,Very High,1.2,431.9,667.18,658.68
Gujarat,Wood Craft,Bamboo,220.73,11.6,79.09,917.44,4,3,Medium,1.0,1138.17,1979.27,1835.58
Tamil Nadu,Wood Craft,Wood,341.63,5.1,62.18,317.12,4,1,High,1.1,658.75,1057.64,984.66
Gujarat,Bamboo Toy,Cane,196.1,6.8,57.57,391.48,1,1,High,1.1,587.58,766.71,752.65
Andhra Pradesh,Clay/Terracotta Toy,Clay,30.25,3.4,66.64,226.58,1,5,Medium,1.0,256.83,391.2,366.31
Rajasthan,Textile Craft,Cotton,189.59,3.4,46.31,157.45,5,2,Medium,1.0,347.04,634.7,564.45
Gujarat,Bamboo Toy,Cane,121.87,7.1,76.0,539.6,2,1,Medium,1.0,661.47,756.3,813.06
Rajasthan,Clay/Terracotta Toy,Clay,123.82,3.9,54.2,211.38,4,5,Medium,1.0,335.2,526.67,521.23
Uttar Pradesh,Bamboo Toy,Cane,259.4,4.0,48.15,192.6,4,1,Medium,1.0,452.0,639.12,597.82
Kerala,Metal Craft,Copper,304.25,13.7,85.57,1172.31,3,5,Low,0.9,1476.56,2489.61,2123.09
Kerala,Wood Craft,Bamboo,189.17,9.7,75.74,734.68,1,5,Low,0.9,923.85,1431.47,1259.41
Karnataka,Handmade Jewelry,Copper,316.19,11.7,78.39,917.16,5,3,Medium,1.0,1233.35,1673.23,1839.43
Tamil Nadu,Bamboo Toy,Cane,98.36,7.8,74.11,578.06,3,2,High,1.1,676.42,920.75,962.51
Rajasthan,Metal Craft,Iron,574.1,9.2,69.34,637.93,5,1,Low,0.9,1212.03,1957.61,1670.95
Karnataka,Home Decor,Wood,147.67,6.4,58.19,372.42,5,5,High,1.1,520.09,872.47,923.94
West Bengal,Textile Craft,Wool,337.64,4.0,79.42,317.68,2,3,High,1.1,655.32,1094.08,1026.72
Gujarat,Clay/Terracotta Toy,Clay,147.22,7.7,79.37,611.15,3,4,High,1.1,758.37,1279.52,1224.64
Tamil Nadu,Pottery,Clay,164.82,2.2,71.16,156.55,5,4,High,1.1,321.37,419.03,486.95
Uttar Pradesh,Pottery,Clay,171.99,6.9,59.61,411.31,3,1,High,1.1,583.3,781.57,786.96
Odisha,Metal Craft,Copper,383.76,4.1,74.48,305.37,1,5,Very High,1.2,689.13,1204.27,1237.72
West Bengal,Wood Craft,Bamboo,113.39,3.9,75.16,293.12,5,2,Medium,1.0,406.51,740.44,671.57
Telangana,Metal Craft,Copper,310.94,6.0,57.08,342.48,2,1,High,1.1,653.42,924.07,922.64
Uttar Pradesh,Pottery,Terracotta,170.91,5.9,71.37,421.08,3,5,Low,0.9,591.99,1017.97,859.71
Karnataka,Wooden Toy,Wood,239.65,9.1,74.42,677.22,4,1,Low,0.9,916.87,1066.92,1063.46
Odisha,Bamboo Craft,Bamboo,191.29,8.1,71.27,577.29,3,2,Medium,1.0,768.58,1255.2,1135.59
West Bengal,Textile Craft,Cotton,229.32,8.6,55.17,474.46,1,2,Medium,1.0,703.78,870.24,923.04
Andhra Pradesh,Bamboo Craft,Cane,199.86,5.8,73.34,425.37,3,4,Very High,1.2,625.23,854.98,952.32
Andhra Pradesh,Home Decor,Cotton,154.3,7.2,61.02,439.34,1,4,Very High,1.2,593.64,784.5,935.01
West Bengal,Bamboo Toy,Bamboo,153.11,6.4,68.57,438.85,2,4,High,1.1,591.96,767.03,817.68
Karnataka,Clay/Terracotta Toy,Clay,69.39,5.0,64.58,322.9,5,5,Medium,1.0,392.29,668.6,630.73
Telangana,Wood Craft,Wood,237.2,8.5,57.55,489.17,2,2,Medium,1.0,726.38,948.02,938.01
Uttar Pradesh,Clay/Terracotta Toy,Clay,141.87,3.8,60.57,230.17,1,4,High,1.1,372.04,528.93,527.31
Tamil Nadu,Bamboo Craft,Cane,173.38,9.0,62.54,562.86,5,2,Low,0.9,736.24,1108.85,1010.3
West Bengal,Wooden Toy,Wood,292.95,6.4,76.53,489.79,3,3,Medium,1.0,782.74,1079.51,1047.54
West Bengal,Metal Craft,Brass,641.26,13.2,52.4,691.68,2,4,Very High,1.2,1332.94,1674.77,2069.88
Andhra Pradesh,Wood Craft,Wood,204.12,5.1,60.6,309.06,3,1,Low,0.9,513.18,675.36,668.76
Tamil Nadu,Metal Craft,Brass,633.16,6.4,77.89,498.5,1,3,High,1.1,1131.66,1301.91,1433.23
Odisha,Home Decor,Bamboo,165.49,8.8,59.39,522.63,2,3,Medium,1.0,688.12,780.93,842.42
Odisha,Bamboo Craft,Cane,90.41,9.8,54.12,530.38,4,3,Medium,1.0,620.79,894.51,880.84
Kerala,Textile Craft,Wool,307.27,7.2,64.23,462.46,5,5,Medium,1.0,769.73,1260.04,1248.98
Uttar Pradesh,Textile Craft,Cotton,277.39,4.3,48.7,209.41,1,1,Very High,1.2,486.8,558.47,688.54
Rajasthan,Textile Craft,Silk,490.28,9.2,51.25,471.5,4,2,High,1.1,961.78,1279.76,1438.41
Telangana,Home Decor,Clay,41.65,10.4,64.31,668.82,1,3,Very High,1.2,710.47,1122.94,1181.5
Telangana,Handmade Jewelry,Copper,842.89,5.6,55.36,310.02,2,2,Low,0.9,1152.91,1540.52,1497.42
Telangana,Wood Craft,Wood,88.74,5.2,63.25,328.9,5,4,Low,0.9,417.64,725.69,624.58
Kerala,Home Decor,Cotton,224.63,11.0,84.04,924.44,3,5,Low,0.9,1149.07,1845.2,1690.27
Karnataka,Wooden Toy,Wood,134.25,3.3,80.53,265.75,3,1,High,1.1,400.0,479.85,536.18
Gujarat,Home Decor,Clay,76.41,10.5,59.24,622.02,2,5,Low,0.9,698.43,1160.95,1035.95
Karnataka,Handmade Jewelry,Beads,136.11,9.1,60.47,550.28,2,2,Medium,1.0,686.39,1121.06,987.61
West Bengal,Home Decor,Bamboo,181.29,10.1,74.14,748.81,2,2,High,1.1,930.1,1350.71,1428.9
Tamil Nadu,Handmade Jewelry,Beads,284.36,2.4,62.52,150.05,3,3,High,1.1,434.41,554.86,610.27
Odisha,Wooden Toy,Wood,338.1,2.3,48.11,110.65,3,2,Medium,1.0,448.75,671.4,647.93
Rajasthan,Textile Craft,Cotton,339.85,5.5,66.6,366.3,4,2,High,1.1,706.15,1015.0,1078.68
Andhra Pradesh,Pottery,Clay,148.67,5.5,55.68,306.24,4,2,Medium,1.0,454.91,656.72,617.6
Telangana,Bamboo Toy,Cane,269.68,2.3,59.6,137.08,3,3,Very High,1.2,406.76,492.91,572.15
Rajasthan,Handmade Jewelry,Copper,341.35,2.1,56.92,119.53,5,3,High,1.1,460.88,762.46,782.27
Telangana,Bamboo Toy,Bamboo,103.53,7.6,73.1,555.56,5,1,Low,0.9,659.09,831.59,835.76
Andhra Pradesh,Wooden Toy,Wood,381.3,6.2,72.27,448.07,5,4,High,1.1,829.37,1337.75,1297.31
Tamil Nadu,Bamboo Craft,Cane,222.25,9.7,67.29,652.71,1,1,Low,0.9,874.96,958.47,1006.21
Odisha,Metal Craft,Brass,780.99,15.3,56.76,868.43,5,2,Medium,1.0,1649.42,2576.26,2494.47
Tamil Nadu,Bamboo Toy,Bamboo,188.22,7.2,56.88,409.54,3,1,High,1.1,597.76,672.23,743.94
Uttar Pradesh,Wooden Toy,Wood,373.27,8.1,46.32,375.19,4,1,Low,0.9,748.46,1122.97,1005.54
Uttar Pradesh,Pottery,Clay,118.75,5.5,58.92,324.06,2,5,Medium,1.0,442.81,704.06,627.05
Telangana,Home Decor,Wood,291.91,13.3,75.24,1000.69,2,3,Very High,1.2,1292.6,2132.07,2097.43
Odisha,Wood Craft,Wood,280.29,13.9,61.3,852.07,2,2,Very High,1.2,1132.36,1619.24,1797.11
Telangana,Wooden Toy,Wood,248.42,6.8,67.68,460.22,2,1,Very High,1.2,708.64,1013.97,1045.51
Karnataka,Clay/Terracotta Toy,Clay,162.48,7.5,73.14,548.55,5,3,High,1.1,711.03,1008.3,1110.91
Rajasthan,Bamboo Toy,Cane,156.74,3.6,46.34,166.82,3,5,Low,0.9,323.56,486.65,427.51
Gujarat,Home Decor,Clay,179.56,8.8,71.84,632.19,2,1,High,1.1,811.75,1108.39,1190.3
Gujarat,Pottery,Terracotta,210.31,4.6,59.7,274.62,3,1,Medium,1.0,484.93,580.21,601.79
Uttar Pradesh,Handmade Jewelry,Brass,704.79,11.9,57.23,681.04,4,2,Very High,1.2,1385.83,2175.79,2387.02
West Bengal,Bamboo Craft,Cane,182.64,7.8,53.97,420.97,1,2,Low,0.9,603.61,820.67,729.59
Andhra Pradesh,Bamboo Craft,Bamboo,159.46,11.5,67.77,779.35,1,2,High,1.1,938.81,1091.96,1161.83
Uttar Pradesh,Textile Craft,Cotton,298.9,8.2,57.43,470.93,1,1,High,1.1,769.83,1043.01,1106.67
Karnataka,Wooden Toy,Wood,138.36,6.6,62.15,410.19,3,1,Low,0.9,548.55,647.16,636.44
Odisha,Pottery,Clay,113.19,8.5,65.04,552.84,1,2,High,1.1,666.03,691.62,787.92
Rajasthan,Pottery,Clay,147.51,4.3,70.97,305.17,1,4,Very High,1.2,452.68,612.6,637.06
Tamil Nadu,Textile Craft,Wool,179.63,6.1,55.69,339.71,4,4,Very High,1.2,519.34,804.57,866.78
Karnataka,Wood Craft,Bamboo,234.71,12.3,70.06,861.74,4,2,Low,0.9,1096.45,1921.44,1657.61
Kerala,Textile Craft,Silk,220.71,5.5,76.27,419.48,4,1,Low,0.9,640.19,1050.23,919.99
Rajasthan,Bamboo Craft,Cane,263.16,9.7,57.01,553.0,1,4,Very High,1.2,816.16,1128.59,1258.88
Rajasthan,Bamboo Craft,Cane,92.57,6.2,67.07,415.83,5,4,Low,0.9,508.4,894.11,767.95
Uttar Pradesh,Handmade Jewelry,Brass,477.71,5.2,51.2,266.24,2,3,Medium,1.0,743.95,980.82,996.19
Rajasthan,Handmade Jewelry,Beads,344.15,7.1,62.79,445.81,2,3,Medium,1.0,789.96,978.63,1072.55
West Bengal,Pottery,Clay,50.49,2.0,67.95,135.9,1,2,Low,0.9,186.39,199.24,214.35
Uttar Pradesh,Pottery,Clay,106.56,4.8,58.94,282.91,5,1,Medium,1.0,389.47,657.47,599.4
Andhra Pradesh,Bamboo Toy,Cane,101.26,5.7,65.86,375.4,4,1,Very High,1.2,476.66,576.32,653.4
Kerala,Handmade Jewelry,Silver,1119.96,9.2,71.57,658.44,2,4,Medium,1.0,1778.4,3109.94,2786.67
West Bengal,Bamboo Toy,Cane,233.46,4.1,58.09,238.17,1,2,Low,0.9,471.63,490.89,542.37
Telangana,Metal Craft,Brass,350.04,15.4,50.06,770.92,4,3,High,1.1,1120.96,1557.98,1663.01
Uttar Pradesh,Wood Craft,Bamboo,147.72,4.7,64.77,304.42,3,5,Medium,1.0,452.14,556.79,610.3
Andhra Pradesh,Wood Craft,Wood,313.26,3.7,76.51,283.09,5,4,Low,0.9,596.35,975.45,887.72
West Bengal,Home Decor,Bamboo,68.93,9.4,79.36,745.98,1,3,Medium,1.0,814.91,1234.74,1171.98
Odisha,Metal Craft,Iron,280.79,4.8,61.49,295.15,1,2,Very High,1.2,575.94,816.5,918.71
Telangana,Pottery,Terracotta,146.04,3.6,62.53,225.11,1,1,Very High,1.2,371.15,530.18,545.34
Rajasthan,Wood Craft,Bamboo,86.96,9.7,56.36,546.69,1,3,High,1.1,633.65,974.56,949.43
Karnataka,Metal Craft,Iron,349.76,9.2,80.2,737.84,1,3,High,1.1,1087.6,1795.58,1734.04
Rajasthan,Bamboo Craft,Bamboo,150.44,7.6,49.52,376.35,1,4,High,1.1,526.79,583.63,676.38
Andhra Pradesh,Home Decor,Cotton,136.79,11.4,58.56,667.58,3,4,High,1.1,804.37,1344.2,1334.76
Kerala,Clay/Terracotta Toy,Terracotta,65.96,6.8,73.91,502.59,4,3,Medium,1.0,568.55,745.21,739.54
West Bengal,Bamboo Toy,Cane,70.43,3.6,60.08,216.29,2,5,Medium,1.0,286.72,457.19,412.29
Karnataka,Wood Craft,Bamboo,224.2,8.2,73.32,601.22,3,2,Low,0.9,825.42,1167.7,1053.42
Andhra Pradesh,Handmade Jewelry,Brass,435.68,4.6,54.22,249.41,1,4,Low,0.9,685.09,892.74,890.45
Rajasthan,Home Decor,Cotton,107.54,10.2,64.05,653.31,3,1,Low,0.9,760.85,1098.87,1036.0
Tamil Nadu,Bamboo Craft,Cane,279.74,4.8,69.11,331.73,3,4,Very High,1.2,611.47,917.17,991.79
Gujarat,Home Decor,Bamboo,80.59,11.4,84.35,961.59,3,1,High,1.1,1042.18,1663.21,1560.83
Kerala,Bamboo Toy,Cane,263.99,4.7,60.36,283.69,3,5,Low,0.9,547.68,770.82,700.08
Odisha,Textile Craft,Silk,574.18,11.0,60.82,669.02,5,2,Very High,1.2,1243.2,1665.02,1921.1
Gujarat,Home Decor,Clay,33.45,9.1,55.62,506.14,5,2,Low,0.9,539.59,799.07,783.95
Karnataka,Pottery,Terracotta,96.55,8.2,69.54,570.23,2,2,Low,0.9,666.78,722.3,766.79
Kerala,Clay/Terracotta Toy,Terracotta,79.75,7.7,71.03,546.93,4,2,Very High,1.2,626.68,964.86,1021.95
Andhra Pradesh,Bamboo Craft,Cane,118.89,9.0,52.76,474.84,3,4,Medium,1.0,593.73,851.38,820.33
West Bengal,Metal Craft,Copper,512.77,8.5,64.28,546.38,1,2,Very High,1.2,1059.15,1218.23,1483.37
Kerala,Bamboo Toy,Cane,82.78,7.8,78.91,615.5,5,1,Medium,1.0,698.28,1053.35,1000.92
Kerala,Clay/Terracotta Toy,Terracotta,79.19,6.0,81.73,490.38,1,5,Medium,1.0,569.57,801.12,789.65
Rajasthan,Bamboo Toy,Cane,137.56,4.8,72.94,350.11,3,2,Medium,1.0,487.67,700.99,640.41
Telangana,Metal Craft,Brass,406.25,11.2,62.2,696.64,5,5,Very High,1.2,1102.89,2048.06,2085.4
Uttar Pradesh,Wood Craft,Bamboo,182.26,9.2,74.0,680.8,2,1,Low,0.9,863.06,1285.44,1082.19
Kerala,Pottery,Clay,55.62,2.7,85.41,230.61,5,2,Low,0.9,286.23,402.29,366.24
Rajasthan,Textile Craft,Wool,298.25,5.9,70.67,416.95,3,3,Very High,1.2,715.2,1079.77,1113.92
Uttar Pradesh,Home Decor,Cotton,208.72,13.8,56.88,784.94,4,2,Low,0.9,993.66,1388.4,1285.02
Telangana,Wood Craft,Bamboo,113.05,10.9,61.06,665.55,5,1,Very High,1.2,778.6,1137.67,1267.52
Kerala,Wood Craft,Wood,386.75,6.7,75.76,507.59,4,3,Medium,1.0,894.34,1161.48,1220.34
Gujarat,Home Decor,Bamboo,174.39,4.1,59.58,244.28,1,5,Very High,1.2,418.67,576.03,676.0
Gujarat,Pottery,Clay,161.88,5.6,73.29,410.42,5,2,Low,0.9,572.3,844.46,752.47
Kerala,Handmade Jewelry,Brass,370.49,6.0,84.44,506.64,2,3,High,1.1,877.13,1286.55,1356.31
Andhra Pradesh,Wood Craft,Bamboo,198.61,3.1,55.38,171.68,1,1,Medium,1.0,370.29,410.25,430.5
Telangana,Wooden Toy,Bamboo,225.74,8.3,54.13,449.28,5,5,Medium,1.0,675.02,1211.37,1124.76
Rajasthan,Pottery,Clay,98.25,7.5,59.51,446.32,5,3,High,1.1,544.58,824.23,865.42
Rajasthan,Wooden Toy,Bamboo,195.95,3.2,45.94,147.01,4,4,High,1.1,342.96,564.9,563.47
Karnataka,Bamboo Toy,Bamboo,60.26,2.4,60.55,145.32,4,3,Very High,1.2,205.58,243.78,289.39
Kerala,Pottery,Clay,161.47,2.9,75.79,219.79,3,3,High,1.1,381.26,476.22,508.09
West Bengal,Handmade Jewelry,Copper,269.05,2.8,72.9,204.12,1,2,Low,0.9,473.17,701.09,628.17
Uttar Pradesh,Wood Craft,Bamboo,105.3,9.7,73.9,716.83,2,4,Very High,1.2,822.13,1102.46,1272.64
Karnataka,Wooden Toy,Wood,346.66,8.0,75.85,606.8,5,5,Low,0.9,953.46,1518.86,1384.05
Odisha,Clay/Terracotta Toy,Clay,58.61,2.1,58.6,123.06,4,5,Medium,1.0,181.67,250.2,265.39
Gujarat,Textile Craft,Silk,349.23,10.0,74.57,745.7,4,1,Medium,1.0,1094.93,1800.94,1670.4
Odisha,Pottery,Terracotta,184.84,6.8,59.49,404.53,3,4,Low,0.9,589.37,763.07,756.43
Rajasthan,Bamboo Craft,Bamboo,116.13,3.2,52.71,168.67,2,3,High,1.1,284.8,399.08,413.35
Karnataka,Clay/Terracotta Toy,Terracotta,165.41,6.7,69.68,466.86,4,5,Medium,1.0,632.27,783.24,858.44
Kerala,Wooden Toy,Wood,385.31,2.5,70.51,176.28,3,1,Medium,1.0,561.59,779.88,773.6
West Bengal,Bamboo Craft,Cane,242.2,6.8,60.55,411.74,3,1,Medium,1.0,653.94,837.57,837.95
