state,region,craft_category,material,material_cost,labour_cost,labour_hours,product_size,complexity,current_market_price,demand_score,season_score,recommended_price
Punjab,North,Stone Carving,Marble,331.6,428.29,10.5,Small,3,895.34,0.53,0.66,978.28
Kerala,South,Pottery,Clay,100.32,354.33,10.9,Small,5,702.41,0.88,0.41,773.33
Karnataka,South,Metal Craft,Brass,355.42,993.7,21.3,Large,2,1614.09,0.38,0.95,1725.5
Uttar Pradesh,North,Wooden Toy,Wood,360.57,476.82,12.2,Medium,1,897.06,0.44,0.68,913.43
Odisha,East,Wooden Toy,Bamboo,285.4,269.85,8.6,Small,1,543.04,0.54,0.59,548.0
Rajasthan,West,Pottery,Terracotta,68.07,625.16,12.0,Small,3,975.32,0.36,0.31,957.54
Punjab,North,Metal Craft,Copper,780.91,1285.84,26.8,Large,2,2621.05,0.43,0.85,2756.33
Rajasthan,West,Jewelry,Terracotta,461.92,310.84,7.5,Medium,2,1128.85,0.81,0.95,1293.49
Madhya Pradesh,Central,Pottery,Terracotta,176.12,243.59,5.3,Medium,5,515.84,0.42,0.74,549.08
Tamil Nadu,South,Bamboo Craft,Bamboo,798.81,517.2,14.6,Large,4,2071.27,0.75,0.99,2174.97
Maharashtra,West,Wooden Toy,Bamboo,56.05,161.43,4.5,Small,2,300.48,0.87,0.89,328.96
Uttar Pradesh,North,Painting,Canvas,318.45,1190.1,26.4,Large,1,1831.31,0.76,0.59,1940.28
Madhya Pradesh,Central,Handloom Textile,Cotton,405.33,916.45,19.2,Large,2,1384.95,0.51,0.4,1397.49
Punjab,North,Bamboo Craft,Cane,432.06,550.21,17.7,Medium,2,1160.07,0.47,0.44,1169.15
Rajasthan,West,Metal Craft,Copper,732.39,420.95,8.8,Large,4,2112.29,0.92,0.94,2452.38
Karnataka,South,Jewelry,Silver,367.1,129.34,3.6,Small,5,774.84,0.3,0.79,761.77
Odisha,East,Pottery,Clay,655.03,1278.01,22.1,Large,4,2610.27,0.75,0.98,2836.03
Tamil Nadu,South,Wooden Toy,Wood,384.09,249.36,8.3,Medium,5,1103.25,0.81,0.83,1194.45
Assam,Northeast,Pottery,Terracotta,232.8,152.41,5.0,Small,4,459.72,0.69,0.39,493.55
Rajasthan,West,Bamboo Craft,Cane,53.33,522.76,11.5,Small,1,809.14,0.99,0.34,864.72
Telangana,South,Stone Carving,Soapstone,345.22,189.07,5.0,Small,1,625.77,0.9,0.56,675.12
Kerala,South,Painting,Cloth,446.53,262.05,6.1,Medium,3,952.34,0.34,0.71,959.71
Punjab,North,Painting,Paper,197.08,72.12,2.0,Small,1,290.77,0.41,0.64,311.63
Odisha,East,Painting,Canvas,121.01,558.7,12.2,Medium,3,815.13,0.66,0.91,840.08
Gujarat,West,Jewelry,Terracotta,684.71,351.07,11.5,Large,2,1378.9,0.48,0.52,1361.79
Maharashtra,West,Stone Carving,Soapstone,311.31,442.15,10.1,Medium,1,1128.33,0.98,0.33,1233.7
Uttar Pradesh,North,Jewelry,Terracotta,525.61,401.26,9.2,Medium,3,1261.54,0.92,0.93,1375.94
Uttar Pradesh,North,Wooden Toy,Wood,536.84,1039.37,26.2,Large,2,2123.23,0.76,0.8,2331.34
Madhya Pradesh,Central,Wooden Toy,Wood,190.86,560.74,11.6,Small,3,972.21,0.81,0.54,1019.0
Gujarat,West,Bamboo Craft,Cane,135.78,406.21,8.9,Small,2,781.09,0.78,0.49,828.56
Gujarat,West,Painting,Paper,258.94,216.15,4.2,Small,3,709.1,0.86,0.48,778.08
Maharashtra,West,Painting,Paper,704.29,1060.1,21.0,Large,4,2579.98,0.57,0.58,2590.31
Tamil Nadu,South,Pottery,Clay,701.76,284.86,4.9,Large,1,1364.22,0.88,0.9,1510.37
Gujarat,West,Jewelry,Silver,554.15,134.86,4.4,Medium,3,1165.44,0.85,0.35,1265.51
Tamil Nadu,South,Stone Carving,Soapstone,752.9,446.92,8.9,Large,4,1535.52,0.33,0.89,1615.13
Andhra Pradesh,South,Painting,Canvas,205.71,124.45,2.8,Medium,4,439.95,0.42,0.81,448.87
Karnataka,South,Bamboo Craft,Cane,248.6,169.49,4.1,Small,2,531.97,0.87,0.43,561.77
Rajasthan,West,Wooden Toy,Bamboo,198.53,288.21,7.0,Small,3,743.43,0.85,0.33,781.12
Punjab,North,Jewelry,Beads,276.65,525.61,11.6,Small,1,918.22,0.99,0.51,974.88
Andhra Pradesh,South,Wooden Toy,Bamboo,301.27,236.96,7.2,Medium,3,689.97,0.6,0.54,704.37
Uttar Pradesh,North,Bamboo Craft,Bamboo,360.25,221.1,4.3,Small,1,649.1,0.73,0.6,684.04
Telangana,South,Jewelry,Silver,411.58,284.29,7.8,Medium,4,953.68,0.38,0.92,1005.51
Assam,Northeast,Jewelry,Terracotta,221.64,491.93,10.6,Small,3,889.92,0.64,0.95,924.63
Kerala,South,Wooden Toy,Wood,179.51,853.67,15.5,Medium,3,1495.41,0.68,0.69,1587.67
Punjab,North,Metal Craft,Brass,288.07,129.44,2.2,Small,3,563.86,0.83,0.74,595.72
Gujarat,West,Painting,Cloth,463.85,975.32,19.9,Large,2,2037.58,0.57,0.73,2040.02
Madhya Pradesh,Central,Jewelry,Beads,498.52,1039.01,22.4,Large,5,2366.1,0.76,0.66,2430.11
Gujarat,West,Wooden Toy,Wood,221.87,69.59,2.0,Small,5,517.94,0.57,0.41,558.14
Odisha,East,Bamboo Craft,Cane,402.33,888.04,19.3,Large,3,1568.46,0.87,0.74,1778.32
Karnataka,South,Bamboo Craft,Cane,311.4,376.78,6.6,Small,4,1134.91,0.94,0.67,1323.9
Assam,Northeast,Stone Carving,Marble,371.01,390.32,11.0,Large,4,972.81,0.93,0.82,1144.9
Telangana,South,Wooden Toy,Bamboo,305.84,327.02,10.4,Small,4,955.13,0.65,0.79,1042.58
Uttar Pradesh,North,Pottery,Clay,336.26,282.85,5.1,Small,2,655.75,0.41,0.49,652.9
Gujarat,West,Bamboo Craft,Cane,182.97,490.98,9.9,Small,3,894.6,0.61,0.76,918.83
Andhra Pradesh,South,Handloom Textile,Wool,646.64,1027.22,19.3,Large,1,2051.45,0.58,0.81,2289.19
Rajasthan,West,Stone Carving,Marble,200.47,543.0,11.3,Medium,3,1200.61,1.0,0.44,1294.84
West Bengal,East,Pottery,Terracotta,561.75,267.14,8.5,Large,4,1069.09,0.7,0.54,1110.91
Gujarat,West,Jewelry,Beads,107.6,868.05,18.3,Medium,5,1859.63,0.87,0.6,2024.38
Gujarat,West,Stone Carving,Marble,250.88,332.79,6.4,Small,4,865.24,0.7,0.49,923.14
Gujarat,West,Stone Carving,Marble,530.91,205.16,4.9,Large,5,1132.7,0.66,0.88,1205.11
Kerala,South,Jewelry,Beads,540.69,503.08,13.0,Medium,4,1664.71,0.89,0.65,1921.31
Uttar Pradesh,North,Metal Craft,Bronze,915.58,407.19,11.9,Large,1,1336.59,0.53,0.32,1341.15
Tamil Nadu,South,Pottery,Clay,910.46,1151.72,25.4,Large,1,2386.89,0.7,0.3,2353.18
Odisha,East,Jewelry,Silver,502.54,235.5,4.2,Medium,5,1021.97,0.75,0.46,1098.16
West Bengal,East,Pottery,Terracotta,876.7,865.77,21.4,Large,5,2796.35,0.71,0.52,3040.36
Punjab,North,Wooden Toy,Bamboo,424.05,436.9,9.0,Medium,2,1016.13,0.54,0.32,1080.4
Andhra Pradesh,South,Painting,Paper,430.73,175.3,3.1,Medium,1,672.51,0.49,0.47,692.33
Andhra Pradesh,South,Painting,Canvas,385.03,525.57,10.2,Medium,4,1233.3,0.52,0.85,1342.96
Gujarat,West,Jewelry,Silver,451.73,604.47,13.6,Medium,2,1589.88,0.77,0.36,1596.66
West Bengal,East,Metal Craft,Copper,244.94,918.41,17.6,Large,3,1474.88,0.35,0.94,1547.15
Telangana,South,Jewelry,Terracotta,218.44,366.63,9.2,Small,1,767.62,0.65,0.94,871.0
Gujarat,West,Wooden Toy,Wood,141.86,140.15,3.6,Small,2,371.85,0.61,0.52,393.08
Punjab,North,Stone Carving,Soapstone,507.01,789.27,14.5,Medium,2,1544.8,0.32,0.33,1525.11
Odisha,East,Jewelry,Silver,605.64,143.11,3.8,Large,4,1124.65,0.75,0.9,1234.32
Andhra Pradesh,South,Jewelry,Silver,578.2,1125.54,24.4,Large,4,2698.68,0.66,0.93,3058.6
Kerala,South,Jewelry,Terracotta,126.39,375.86,6.8,Small,4,654.2,0.38,0.86,699.85
Rajasthan,West,Bamboo Craft,Cane,264.2,137.02,3.1,Small,1,518.22,0.78,0.74,588.29
Madhya Pradesh,Central,Bamboo Craft,Bamboo,556.18,503.51,15.8,Large,5,1574.86,0.95,0.42,1767.94
Punjab,North,Jewelry,Terracotta,200.65,405.7,10.9,Medium,5,1031.09,0.83,0.7,1174.65
Kerala,South,Stone Carving,Marble,277.06,418.29,9.0,Small,1,884.91,0.57,0.75,926.53
Karnataka,South,Jewelry,Silver,384.1,546.89,12.7,Large,5,1360.17,0.35,0.65,1392.25
Kerala,South,Wooden Toy,Wood,424.77,1048.04,18.6,Large,4,2189.12,0.97,0.71,2565.39
Karnataka,South,Bamboo Craft,Cane,712.92,388.89,11.3,Large,3,1312.88,0.4,0.42,1373.87
Kerala,South,Handloom Textile,Wool,239.27,477.14,8.7,Small,3,1152.41,0.85,0.92,1276.6
Andhra Pradesh,South,Handloom Textile,Wool,612.19,459.32,14.3,Medium,3,1674.11,0.78,0.78,1803.16
Uttar Pradesh,North,Wooden Toy,Bamboo,254.72,43.96,1.1,Small,2,359.9,0.34,0.67,353.44
Uttar Pradesh,North,Wooden Toy,Wood,234.6,107.59,3.2,Small,4,497.33,0.66,0.36,490.19
Odisha,East,Pottery,Clay,87.35,334.2,7.0,Small,3,517.15,0.32,0.7,536.52
Telangana,South,Bamboo Craft,Bamboo,95.91,376.26,7.5,Small,4,694.76,0.33,0.9,743.11
Assam,Northeast,Stone Carving,Marble,541.79,720.34,14.7,Medium,1,1394.4,0.78,0.86,1503.85
Maharashtra,West,Wooden Toy,Bamboo,181.59,332.6,10.9,Small,4,870.2,0.79,0.97,1016.94
Uttar Pradesh,North,Pottery,Clay,697.54,180.87,3.3,Large,4,1157.89,0.5,0.61,1167.54
Gujarat,West,Stone Carving,Soapstone,200.99,254.8,5.2,Small,2,624.1,0.87,0.51,687.85
Telangana,South,Wooden Toy,Wood,683.07,798.53,26.2,Large,5,2581.01,0.9,0.66,2715.61
Uttar Pradesh,North,Wooden Toy,Wood,322.26,210.71,5.6,Medium,3,743.83,0.65,0.87,810.49
Maharashtra,West,Wooden Toy,Wood,573.11,810.78,13.7,Large,3,1947.01,0.69,0.48,2073.77
Tamil Nadu,South,Handloom Textile,Wool,232.99,60.39,1.1,Small,5,445.58,0.79,0.76,479.3
Karnataka,South,Bamboo Craft,Bamboo,603.81,647.91,16.8,Medium,1,1372.99,0.41,0.61,1427.92
Andhra Pradesh,South,Wooden Toy,Bamboo,388.25,159.33,5.0,Small,2,835.01,0.93,0.33,914.57
Tamil Nadu,South,Bamboo Craft,Cane,607.35,159.23,5.1,Medium,4,1107.68,0.64,0.62,1227.82
Andhra Pradesh,South,Pottery,Terracotta,810.97,694.23,19.9,Large,5,2468.03,0.81,0.81,2836.7
Uttar Pradesh,North,Metal Craft,Copper,260.26,303.02,9.5,Large,4,819.33,0.86,0.74,869.61
Gujarat,West,Jewelry,Silver,102.48,196.19,4.5,Medium,2,415.58,0.47,0.48,424.06
Andhra Pradesh,South,Metal Craft,Copper,305.24,57.34,1.4,Small,5,534.52,0.64,0.43,578.36
Punjab,North,Metal Craft,Brass,378.8,76.89,1.9,Small,4,725.96,0.97,0.36,827.56
Gujarat,West,Painting,Cloth,941.71,516.26,14.8,Large,3,2173.97,0.44,0.92,2308.89
Assam,Northeast,Stone Carving,Marble,763.59,1091.82,21.9,Large,4,2547.12,0.88,0.78,2741.78
Gujarat,West,Handloom Textile,Wool,496.58,384.55,9.9,Medium,3,1480.94,0.86,0.79,1578.28
Uttar Pradesh,North,Pottery,Terracotta,277.22,211.3,3.7,Small,1,547.34,0.37,0.76,552.78
West Bengal,East,Metal Craft,Bronze,614.32,644.72,16.6,Medium,3,1386.38,0.31,0.51,1439.47
Odisha,East,Stone Carving,Soapstone,388.49,79.45,1.8,Small,1,503.29,0.68,0.37,514.0
Kerala,South,Stone Carving,Soapstone,237.62,424.17,8.3,Small,3,892.65,0.4,0.87,966.66
Andhra Pradesh,South,Pottery,Clay,497.44,1455.3,26.0,Large,3,2927.61,0.61,0.57,3138.22
Rajasthan,West,Bamboo Craft,Cane,374.89,473.13,9.8,Small,1,1081.87,0.38,0.5,1067.85
Rajasthan,West,Wooden Toy,Bamboo,82.64,457.78,8.8,Small,4,807.87,0.5,0.51,786.2
Odisha,East,Stone Carving,Marble,783.03,600.62,10.8,Large,1,1544.95,0.86,0.76,1706.79
Gujarat,West,Metal Craft,Bronze,205.69,260.59,4.7,Small,5,717.92,0.64,0.88,744.34
Andhra Pradesh,South,Pottery,Terracotta,940.95,810.75,17.9,Large,5,2923.65,0.67,0.45,2924.47
Punjab,North,Pottery,Terracotta,601.59,1004.95,17.5,Large,4,2334.89,0.67,0.4,2327.88
Rajasthan,West,Stone Carving,Marble,121.33,59.02,1.3,Small,1,227.29,0.36,0.63,235.89
Punjab,North,Painting,Cloth,77.09,175.73,3.5,Small,3,384.66,0.93,0.32,416.41
Gujarat,West,Pottery,Clay,385.81,969.94,18.5,Medium,2,1999.15,0.9,0.55,2207.77
Odisha,East,Stone Carving,Soapstone,162.55,270.83,7.3,Small,5,608.57,0.4,0.56,644.95
Karnataka,South,Metal Craft,Brass,504.48,641.97,19.4,Large,5,2072.11,0.93,0.7,2369.66
Karnataka,South,Painting,Cloth,139.77,399.94,6.8,Small,4,809.23,0.36,0.78,812.46
Karnataka,South,Wooden Toy,Bamboo,843.62,1415.14,27.0,Large,1,2356.36,0.46,0.53,2492.14
Tamil Nadu,South,Painting,Canvas,555.78,515.31,12.7,Medium,3,1436.07,0.35,0.83,1542.23
Telangana,South,Stone Carving,Soapstone,489.1,848.53,16.2,Medium,1,1781.39,0.74,0.6,1937.68
West Bengal,East,Stone Carving,Soapstone,454.62,178.12,4.6,Large,1,659.8,0.68,0.49,696.04
Gujarat,West,Metal Craft,Bronze,175.1,699.14,15.7,Medium,4,1343.38,0.7,0.4,1393.35
Assam,Northeast,Pottery,Terracotta,798.9,832.85,22.7,Large,1,1885.97,0.73,0.47,2091.81
Karnataka,South,Handloom Textile,Cotton,247.14,470.17,8.7,Small,2,1058.72,0.8,0.79,1172.34
Tamil Nadu,South,Stone Carving,Soapstone,272.71,516.0,10.3,Small,2,1047.09,0.81,0.46,1077.2
Tamil Nadu,South,Handloom Textile,Wool,363.23,575.18,9.6,Medium,5,1479.87,0.73,0.85,1670.53
Karnataka,South,Wooden Toy,Bamboo,265.28,337.85,8.7,Small,1,746.56,0.68,0.74,836.66
Karnataka,South,Metal Craft,Brass,583.03,935.43,18.7,Medium,3,2217.48,0.98,0.88,2491.09
Madhya Pradesh,Central,Jewelry,Beads,320.25,89.1,2.5,Large,2,407.74,0.3,0.8,406.78
Kerala,South,Painting,Canvas,316.6,604.44,10.2,Small,3,1276.0,0.75,0.62,1329.15
Assam,Northeast,Bamboo Craft,Cane,298.86,788.75,13.2,Large,4,1186.83,0.3,0.44,1201.7
Uttar Pradesh,North,Pottery,Clay,416.09,499.65,14.5,Large,4,1288.58,0.58,0.37,1265.67
Uttar Pradesh,North,Painting,Cloth,522.68,599.94,11.6,Medium,4,1453.72,0.59,0.57,1522.52
Andhra Pradesh,South,Pottery,Terracotta,368.12,511.71,9.8,Medium,1,1052.5,0.88,0.83,1185.74
Rajasthan,West,Handloom Textile,Wool,187.47,858.12,20.7,Large,2,1355.25,0.39,0.9,1387.95
Madhya Pradesh,Central,Pottery,Clay,97.21,640.43,11.1,Medium,1,724.06,0.72,0.98,801.93
Andhra Pradesh,South,Wooden Toy,Wood,526.95,353.51,10.8,Medium,4,1398.05,0.71,0.73,1547.54
Andhra Pradesh,South,Painting,Canvas,511.63,485.11,13.3,Medium,2,1384.73,0.58,0.84,1408.78
Assam,Northeast,Stone Carving,Soapstone,569.85,393.35,10.7,Large,4,1120.5,0.65,0.72,1230.96
Uttar Pradesh,North,Bamboo Craft,Bamboo,336.96,410.86,11.6,Small,2,916.62,0.72,0.6,985.2
Rajasthan,West,Jewelry,Beads,777.2,177.25,3.0,Large,5,1773.23,0.87,0.83,1945.64
Andhra Pradesh,South,Jewelry,Silver,313.07,301.89,5.3,Small,3,814.81,0.42,0.5,809.15
Gujarat,West,Bamboo Craft,Cane,476.36,857.64,15.4,Large,1,1614.88,0.67,0.55,1687.55
Kerala,South,Painting,Canvas,553.22,743.26,22.1,Large,1,1444.23,0.46,0.57,1462.5
Andhra Pradesh,South,Wooden Toy,Bamboo,327.73,207.26,4.6,Small,3,799.65,0.74,0.46,850.71
Karnataka,South,Painting,Paper,495.3,887.86,23.8,Large,4,2269.96,0.92,0.69,2611.95
Rajasthan,West,Metal Craft,Brass,806.77,962.5,18.3,Large,1,2022.89,0.6,0.68,2040.9
Rajasthan,West,Jewelry,Silver,340.3,59.64,1.7,Small,4,635.8,0.86,0.3,681.99
West Bengal,East,Jewelry,Terracotta,413.45,691.22,15.3,Medium,1,1209.58,0.66,0.81,1316.21
Maharashtra,West,Metal Craft,Copper,364.22,224.39,5.4,Small,1,612.76,0.3,0.73,620.72
Uttar Pradesh,North,Jewelry,Terracotta,530.37,430.41,11.3,Medium,2,1314.26,0.85,0.49,1433.47
Telangana,South,Handloom Textile,Silk,109.5,396.21,11.0,Small,5,841.26,0.99,0.31,882.24
Telangana,South,Painting,Paper,87.84,736.64,14.5,Medium,1,1038.75,0.85,0.48,1137.93
Uttar Pradesh,North,Wooden Toy,Wood,203.92,426.47,8.7,Small,2,755.34,0.38,0.85,794.65
Tamil Nadu,South,Wooden Toy,Wood,250.28,397.06,9.5,Large,3,919.84,0.5,0.46,953.76
Andhra Pradesh,South,Pottery,Clay,396.66,322.24,5.6,Medium,2,959.11,0.43,0.86,1025.17
Odisha,East,Jewelry,Beads,636.0,478.46,13.1,Medium,1,1039.54,0.44,0.53,1079.11
Andhra Pradesh,South,Metal Craft,Copper,144.03,407.75,10.0,Small,2,682.21,0.64,0.98,758.97
Punjab,North,Handloom Textile,Silk,754.3,369.25,8.2,Large,3,1491.44,0.55,0.84,1578.01
Madhya Pradesh,Central,Metal Craft,Bronze,322.78,189.39,3.6,Small,1,598.41,0.91,0.92,666.33
Kerala,South,Painting,Paper,629.81,408.02,8.3,Medium,2,1313.28,0.41,0.99,1417.52
Kerala,South,Stone Carving,Marble,73.02,500.47,9.4,Small,2,770.79,0.77,0.5,787.69
Rajasthan,West,Painting,Canvas,215.06,149.75,3.7,Small,4,491.39,0.41,0.46,517.6
Gujarat,West,Stone Carving,Marble,235.64,248.67,5.4,Small,3,683.48,0.74,0.95,735.42
Tamil Nadu,South,Bamboo Craft,Bamboo,939.66,374.26,12.2,Large,3,1873.93,0.4,0.32,1820.47
Maharashtra,West,Wooden Toy,Bamboo,373.24,575.94,12.0,Small,4,1349.23,0.32,0.36,1317.15
Tamil Nadu,South,Wooden Toy,Wood,629.19,812.31,14.0,Large,3,2183.02,0.67,0.79,2258.91
Assam,Northeast,Handloom Textile,Wool,312.98,177.78,5.2,Large,2,541.91,0.66,0.52,599.2
Punjab,North,Bamboo Craft,Bamboo,104.85,227.47,6.9,Small,3,463.8,0.52,0.67,477.66
Punjab,North,Stone Carving,Soapstone,116.35,288.73,8.4,Medium,3,469.94,0.46,0.73,485.76
West Bengal,East,Metal Craft,Bronze,421.3,275.16,9.0,Medium,3,1015.82,0.99,0.56,1102.1
Rajasthan,West,Painting,Canvas,346.01,338.32,8.4,Medium,3,980.95,0.32,0.55,1002.31
Madhya Pradesh,Central,Stone Carving,Soapstone,100.9,425.75,7.5,Small,3,702.4,0.79,0.4,729.4
Uttar Pradesh,North,Wooden Toy,Wood,334.28,605.12,10.9,Medium,2,1144.04,0.95,0.95,1355.58
Uttar Pradesh,North,Bamboo Craft,Cane,110.46,286.33,6.3,Medium,1,453.18,0.64,0.72,505.11
Andhra Pradesh,South,Jewelry,Beads,134.19,230.49,4.0,Small,1,418.06,0.35,0.73,426.83
Andhra Pradesh,South,Jewelry,Terracotta,292.98,161.18,2.9,Small,3,544.51,0.4,0.58,555.95
Uttar Pradesh,North,Painting,Paper,284.41,594.85,11.4,Small,3,1177.46,0.68,0.95,1292.54
Uttar Pradesh,North,Stone Carving,Soapstone,413.82,485.36,8.8,Medium,5,1336.69,0.43,0.69,1436.0
Gujarat,West,Metal Craft,Copper,359.37,325.35,6.6,Small,1,915.1,0.58,0.63,1003.44
Odisha,East,Stone Carving,Marble,581.43,222.01,4.0,Medium,4,1184.8,0.96,0.55,1342.45
Odisha,East,Stone Carving,Soapstone,246.73,519.69,11.9,Small,1,870.56,0.8,0.85,995.31
Maharashtra,West,Bamboo Craft,Cane,578.77,442.02,13.3,Large,2,1477.3,0.58,0.81,1528.56
West Bengal,East,Metal Craft,Bronze,418.4,329.69,6.5,Large,2,981.25,0.97,0.75,1104.53
Telangana,South,Painting,Cloth,80.96,432.55,9.0,Small,3,780.86,0.76,0.93,886.14
Karnataka,South,Painting,Canvas,374.51,564.52,11.9,Small,3,1284.45,0.38,0.62,1239.12
Assam,Northeast,Pottery,Clay,111.86,145.41,2.8,Medium,3,285.61,0.65,0.56,308.27
Karnataka,South,Jewelry,Beads,389.66,465.95,9.4,Large,1,1072.39,0.69,0.55,1107.18
Karnataka,South,Metal Craft,Brass,525.1,194.68,5.6,Medium,3,998.94,0.85,0.8,1058.09
Punjab,North,Bamboo Craft,Bamboo,824.26,911.83,22.9,Large,3,2388.42,0.76,0.39,2391.01
Kerala,South,Handloom Textile,Silk,448.95,194.72,4.4,Large,1,700.04,0.6,0.61,723.8
Telangana,South,Handloom Textile,Cotton,503.63,416.79,8.1,Medium,3,1272.47,0.56,0.6,1390.71
Andhra Pradesh,South,Jewelry,Beads,140.96,106.13,2.2,Medium,1,322.65,0.96,0.99,366.14
Telangana,South,Metal Craft,Bronze,441.18,558.86,11.4,Medium,2,1395.92,0.91,0.82,1551.32
Odisha,East,Jewelry,Terracotta,438.18,419.84,9.6,Medium,5,1119.39,0.31,0.42,1145.89
Kerala,South,Handloom Textile,Silk,147.55,270.34,6.7,Small,4,616.6,0.37,0.97,613.91
West Bengal,East,Handloom Textile,Silk,483.08,460.81,7.7,Medium,1,1004.25,0.51,0.47,1065.41
Telangana,South,Painting,Paper,117.38,280.21,8.8,Small,4,693.16,0.94,0.36,748.16
Punjab,North,Jewelry,Silver,206.83,698.62,11.7,Small,5,1417.25,0.76,0.39,1500.74
Maharashtra,West,Stone Carving,Soapstone,368.09,354.52,11.6,Medium,3,1022.86,0.8,0.8,1130.36
Gujarat,West,Painting,Cloth,398.28,442.84,13.6,Medium,4,1353.42,0.74,0.5,1479.35
Karnataka,South,Wooden Toy,Bamboo,296.98,109.79,2.3,Small,2,617.18,0.98,0.41,687.91
Odisha,East,Metal Craft,Brass,770.16,378.64,9.8,Large,5,1634.94,0.93,0.55,1810.37
Rajasthan,West,Bamboo Craft,Cane,93.69,482.67,9.8,Small,4,896.73,0.91,0.85,990.19
Kerala,South,Jewelry,Terracotta,321.1,331.36,5.6,Small,4,1096.19,0.82,0.31,1109.95
Punjab,North,Painting,Canvas,99.18,509.14,9.1,Small,1,685.19,0.68,0.5,709.12
Telangana,South,Pottery,Terracotta,394.41,424.74,8.8,Large,1,1001.23,0.93,0.51,1133.05
Assam,Northeast,Metal Craft,Bronze,495.4,629.38,18.0,Medium,3,1285.06,0.4,0.68,1313.31
Assam,Northeast,Wooden Toy,Wood,623.13,319.6,7.2,Large,5,1371.82,0.76,0.6,1464.93
Uttar Pradesh,North,Wooden Toy,Wood,400.22,440.2,10.4,Large,2,1011.62,0.32,0.77,1014.63
West Bengal,East,Painting,Canvas,66.11,451.14,11.9,Small,2,592.46,0.39,0.56,586.85
Telangana,South,Metal Craft,Bronze,251.15,187.78,5.6,Small,4,649.02,0.53,0.81,656.87
Odisha,East,Handloom Textile,Cotton,107.16,435.22,8.0,Small,1,538.52,0.54,0.72,553.63
Kerala,South,Pottery,Clay,57.09,399.29,9.5,Small,2,670.41,0.87,0.8,725.63
Tamil Nadu,South,Painting,Canvas,275.49,1447.71,28.1,Large,4,2666.12,0.88,0.31,2918.76
Gujarat,West,Wooden Toy,Wood,123.67,497.32,11.6,Medium,4,846.95,0.31,0.47,806.31
Maharashtra,West,Bamboo Craft,Bamboo,650.49,337.29,8.8,Large,3,1528.26,0.93,0.63,1725.32
Assam,Northeast,Painting,Paper,884.08,134.69,3.1,Large,1,1133.2,0.73,0.52,1264.42
Gujarat,West,Bamboo Craft,Bamboo,380.2,143.48,3.9,Small,2,734.78,0.97,0.62,832.07
Assam,Northeast,Handloom Textile,Cotton,358.91,535.59,9.5,Large,5,1091.28,0.41,0.35,1102.73
Andhra Pradesh,South,Painting,Cloth,148.93,483.32,9.9,Medium,3,1000.66,0.89,0.46,1051.42
Uttar Pradesh,North,Pottery,Terracotta,458.99,307.65,9.2,Medium,3,998.93,0.8,0.45,1049.5
Gujarat,West,Jewelry,Terracotta,278.65,127.84,3.6,Small,4,570.24,0.31,0.63,557.36
Gujarat,West,Jewelry,Silver,68.78,305.78,5.7,Small,3,518.65,0.8,0.9,602.01
Maharashtra,West,Pottery,Terracotta,169.49,447.19,11.9,Small,5,995.74,0.63,0.55,1083.07
Telangana,South,Wooden Toy,Bamboo,311.25,576.02,11.9,Small,3,1348.87,0.62,0.36,1399.41
Kerala,South,Painting,Paper,472.27,408.6,8.8,Medium,3,1285.41,0.96,0.42,1347.19
Karnataka,South,Bamboo Craft,Cane,785.46,129.8,4.0,Large,5,1377.53,0.51,0.66,1362.23
Andhra Pradesh,South,Stone Carving,Soapstone,924.29,1059.31,27.6,Large,1,2374.65,0.81,0.71,2523.89
Kerala,South,Bamboo Craft,Cane,532.57,522.95,13.5,Large,5,1836.01,0.87,0.64,1941.62
Rajasthan,West,Painting,Paper,236.73,206.07,4.5,Small,3,666.19,0.85,0.84,753.63
Punjab,North,Metal Craft,Copper,379.45,272.17,7.9,Small,4,1030.29,0.78,0.37,1090.9
Gujarat,West,Painting,Paper,443.52,161.55,3.9,Large,2,885.57,0.93,0.31,995.6
Odisha,East,Metal Craft,Brass,451.67,648.79,13.7,Large,3,1256.04,0.62,0.42,1317.57
Odisha,East,Stone Carving,Soapstone,372.28,79.92,2.2,Small,1,460.57,0.56,0.87,510.54
Karnataka,South,Bamboo Craft,Bamboo,69.24,533.78,11.4,Small,1,790.21,0.76,0.56,815.34
Maharashtra,West,Painting,Cloth,67.12,300.3,5.4,Small,2,533.85,0.83,0.66,558.53
Tamil Nadu,South,Bamboo Craft,Cane,550.78,770.26,15.5,Medium,1,1700.58,0.63,0.98,1873.93
Karnataka,South,Metal Craft,Brass,180.13,368.65,7.8,Small,1,638.29,0.58,0.51,667.88
Maharashtra,West,Stone Carving,Marble,199.85,206.03,3.9,Small,3,583.7,0.67,0.35,631.23
Tamil Nadu,South,Painting,Cloth,314.33,267.47,4.6,Small,5,809.71,0.35,0.97,797.44
West Bengal,East,Handloom Textile,Cotton,322.93,364.76,7.9,Medium,4,966.47,0.86,0.89,1068.6
Maharashtra,West,Metal Craft,Brass,101.86,73.85,1.5,Small,2,221.92,0.35,0.81,220.49
Gujarat,West,Handloom Textile,Cotton,573.2,310.77,7.2,Large,1,1103.19,0.86,0.62,1232.18
Uttar Pradesh,North,Pottery,Clay,115.37,403.86,9.1,Small,2,664.85,0.62,0.9,680.05
Karnataka,South,Stone Carving,Soapstone,368.79,775.96,25.4,Large,5,1881.9,0.68,0.81,2086.92
